"stock_name","isin","industry","quantity","market_value_in_lacs","scheme_code","scheme_name"
"Infosys Ltd","INE009A01021","It - Software",1067000.0,17091.21,148504,"Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth"
"Reliance Industries Ltd","INE002A01018","Petroleum Products",1011076.0,15172.21,148504,"Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth"
"Dr. Reddys Laboratories Ltd","INE089A01031","Pharmaceuticals & Biotechnology",1019304.0,13080.73,148504,"Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth"
"Axis Bank Ltd","INE238A01034","Banks",976671.0,11712.24,148504,"Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth"
"Bharat Petroleum Corporation Ltd","INE029A01011","Petroleum Products",3353195.0,11130.93,148504,"Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth"
"Sun Pharmaceutical Industries Ltd","INE044A01036","Pharmaceuticals & Biotechnology",662000.0,11093.13,148504,"Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth"
"ICICI Lombard General Insurance Company Ltd","INE765G01017","Insurance",543333.0,11085.08,148504,"Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth"
"Kotak Mahindra Bank Ltd","INE237A01028","Banks",496353.0,10738.6,148504,"Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth"
"State Bank of India","INE062A01020","Banks",1307239.0,10723.94,148504,"Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth"
"Larsen & Toubro Ltd","INE018A01030","Construction",277730.0,10192.14,148504,"Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth"
"Tech Mahindra Ltd","INE669C01036","It - Software",596688.0,10066.13,148504,"Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth"
"Avenue Supermarts Ltd","INE192R01011","Retailing",198923.0,8697.51,148504,"Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth"
"Interglobe Aviation Ltd","INE646L01027","Transport Services",145000.0,8665.93,148504,"Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth"
"Mahindra & Mahindra Ltd","INE101A01026","Automobiles",271223.0,8633.57,148504,"Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth"
"TVS Motor Company Ltd","INE494B01023","Automobiles",278803.0,8135.47,148504,"Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth"
"Ultratech Cement Ltd","INE481G01011","Cement & Cement Products",62000.0,7497.66,148504,"Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth"
"SBI Life Insurance Company Ltd","INE123W01016","Insurance",373225.0,6861.0,148504,"Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth"
"PI Industries Ltd","INE603J01030","Fertilizers & Agrochemicals",166773.0,6845.53,148504,"Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth"
"NTPC LTD","INE733E01010","Power",1967000.0,6587.48,148504,"Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth"
"Oil India Ltd","INE274J01014","Oil",1428942.0,6205.18,148504,"Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth"
"Craftsman Automation Ltd","INE00LO01017","Auto Components",109075.0,6076.02,148504,"Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth"
"Bajaj Auto Ltd","INE917I01010","Automobiles",70454.0,5901.23,148504,"Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth"
"Varun Beverages Ltd","INE200M01039","Beverages",1187500.0,5433.41,148504,"Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth"
"HCL Technologies Ltd","INE860A01027","It - Software",285965.0,4943.19,148504,"Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth"
"Jubilant Foodworks Ltd","INE797F01020","Leisure Services",586911.0,4118.94,148504,"Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth"
"TATA Consumer Products Ltd","INE192A01025","Agricultural Food & Other Products",319989.0,3516.36,148504,"Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth"
"Info Edge (India) Ltd","INE663F01032","Retailing",235000.0,3497.51,148504,"Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth"
"United Spirits Ltd","INE854D01024","Beverages",237000.0,3384.6,148504,"Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth"
"KEI Industries Ltd","INE878B01027","Industrial Products",85031.0,3224.89,148504,"Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth"
"Kajaria Ceramics Ltd","INE217B01036","Consumer Durables",281548.0,3043.53,148504,"Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth"
"HDFC BANK LTD.","INE040A01034","Banks",4400000.0,88066.0,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"PI INDUSTRIES LTD.","INE603J01030","Fertilizers & Agrochemicals",1036607.0,42549.61,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"RELIANCE INDUSTRIES LTD.","INE002A01018","Petroleum Products",2800000.0,42016.8,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"STATE BANK OF INDIA","INE062A01020","Banks",4350000.0,35685.23,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"ICICI BANK LTD.","INE090A01021","Banks",2299020.0,33239.23,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"IDFC FIRST BANK LTD.","INE092T01019","Banks",44991627.0,32771.9,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"VARUN BEVERAGES LTD.","INE200M01039","Beverages",7000000.0,32028.5,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"BHARTI AIRTEL LTD.","INE397D01024","Telecom - Services",1573632.0,31623.71,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"SBI CARDS AND PAYMENT SERVICES LTD.","INE018E01016","Finance",3209286.0,30587.7,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"FORTIS HEALTHCARE LTD.","INE061F01013","Healthcare Services",3574802.0,28401.8,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"HDFC ASSET MANAGEMENT COMPANY LTD.","INE127D01025","Capital Markets",525000.0,27256.95,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"CUMMINS INDIA LTD.","INE298A01020","Industrial Products",630000.0,21416.22,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"GODREJ PROPERTIES LTD.","INE484J01027","Realty",773262.0,18118.3,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"TATA COMMUNICATIONS LTD.","INE151A01013","Telecom - Services",1050010.0,17751.47,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"GODREJ INDUSTRIES LTD","INE233A01035","Diversified",1400000.0,17446.8,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"WOCKHARDT LTD.","INE049B01025","Pharmaceuticals & Biotechnology",978826.0,16777.08,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"BANDHAN BANK LTD.","INE545U01014","Banks",8800000.0,16688.32,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"SUNDRAM FASTENERS LTD.","INE387A01021","Auto Components",1456877.0,15125.3,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"AMBUJA CEMENTS LTD.","INE079A01024","Cement & Cement Products",2511350.0,14501.79,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"TATA MOTORS LTD.","INE155A01022","Automobiles",2100000.0,14448.0,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"ACC LTD.","INE012A01025","Cement & Cement Products",750000.0,14379.0,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"MAHINDRA AND MAHINDRA FINANCIAL SERVICES LTD.","INE774D01024","Finance",5175000.0,13969.91,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"LIC HOUSING FINANCE LTD.","INE115A01026","Finance",2200000.0,13614.7,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"BASF INDIA LTD.","INE373A01013","Chemicals & Petrochemicals",263657.0,13611.29,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"LUPIN LTD.","INE326A01037","Pharmaceuticals & Biotechnology",700000.0,13566.0,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"LARSEN & TOUBRO LTD.","INE018A01030","Construction",363164.0,13327.39,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"ADANI ENERGY SOLUTIONS LTD.","INE931S01010","Power",1400000.0,12344.5,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"ELANTAS BECK INDIA LTD.","INE280B01018","Chemicals & Petrochemicals",94264.0,11975.96,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"THE RAMCO CEMENTS LTD.","INE331A01037","Cement & Cement Products",1100000.0,11827.2,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"AIA ENGINEERING LTD.","INE212H01026","Industrial Products",344618.0,11406.17,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"TATA CONSULTANCY SERVICES LTD.","INE467B01029","IT - Software",314205.0,10877.78,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"ITC LTD.","INE154A01025","Diversified FMCG",2303000.0,9590.84,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"BHARAT FORGE LTD.","INE465A01025","Auto Components",720646.0,9426.77,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"DEVYANI INTERNATIONAL LTD.","INE872J01023","Leisure Services",5203000.0,8729.07,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"INFOSYS LTD.","INE009A01021","IT - Software",500000.0,8009.0,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"QUESS CORP LTD.","INE615P01015","Commercial Services & Supplies",2378531.0,7184.35,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"ULTRATECH CEMENT LTD.","INE481G01011","Cement & Cement Products",56000.0,6772.08,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"GUJARAT STATE PETRONET LTD.","INE246F01010","Gas",1950000.0,6426.23,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"KOTAK MAHINDRA BANK LTD.","INE237A01028","Banks",290000.0,6274.15,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"AKZO NOBEL INDIA LTD.","INE133A01011","Consumer Durables",181800.0,6209.02,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"THERMAX LTD.","INE152A01029","Electrical Equipment",180000.0,6154.74,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"ADITYA BIRLA LIFESTYLE BRANDS LTD.","INE14LE01019","Retailing",3471960.0,5453.75,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"PATANJALI FOODS LTD.","INE619A01035","Agricultural Food & other Products",296277.0,4890.35,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"DIGITIDE SOLUTIONS LTD.","INE0U4701011","IT - Services",2378531.0,4665.01,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"ORACLE FINANCIALS SERVICES SOFT LTD.","INE881D01027","IT - Software",50000.0,4493.0,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"TUBE INVESTMENTS OF INDIA LIMITED.","INE974X01010","Auto Components",127832.0,3974.3,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"DR REDDYS LABORATORIES LTD.","INE089A01031","Pharmaceuticals & Biotechnology",250000.0,3208.25,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"ALKEM LABORATORIES LTD.","INE540L01014","Pharmaceuticals & Biotechnology",62937.0,3108.46,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"ADITYA BIRLA FASHION & RETAIL LTD.","INE647O01011","Retailing",3471960.0,2603.97,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"DIVI LABORATORIES LTD.","INE361B01024","Pharmaceuticals & Biotechnology",27375.0,1864.1,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"BLUSPRING ENTERPRISES LTD.","INE0U4101014","Commercial Services & Supplies",2378531.0,1806.26,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"SUDARSHAN CHEMICAL INDUSTRIES LTD.","INE659A01023","Chemicals & Petrochemicals",140000.0,1726.76,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"BHARTI AIRTEL LTD. (RIGHT 14/10/2021) (PARTLY PAID)","IN9397D01014","Telecom - Services",103571.0,1584.17,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"ITC HOTELS LTD.","INE379A01028","Leisure Services",230300.0,512.16,101824,"Tata Large & Mid Cap Fund- Regular Plan - Growth Option"
"MAX FINANCIAL SERVICES LTD.","INE180A01020","Insurance",1250000.0,20588.75,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"AU SMALL FINANCE BANK LTD.","INE949L01017","Banks",1700000.0,13897.5,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"ALKEM LABORATORIES LTD.","INE540L01014","Pharmaceuticals & Biotechnology",270000.0,13335.3,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"JUBILANT FOODWORKS LTD.","INE797F01020","Leisure Services",1800000.0,12632.4,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"CUMMINS INDIA LTD.","INE298A01020","Industrial Products",369694.0,12567.38,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"ICICI LOMBARD GENERAL INSURANCE CO. LTD.","INE765G01017","Insurance",600000.0,12241.2,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"LUPIN LTD.","INE326A01037","Pharmaceuticals & Biotechnology",600000.0,11628.0,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"AUROBINDO PHARMA LTD.","INE406A01037","Pharmaceuticals & Biotechnology",1000000.0,11348.0,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"BHARTI HEXACOM LTD","INE343G01021","Telecom - Services",576129.0,11250.07,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"UNO MINDA LTD.","INE405E01023","Auto Components",1001126.0,11055.43,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"J K CEMENT LTD.","INE823G01014","Cement & Cement Products",175000.0,10762.5,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"MAX HEALTHCARE INSTITUTE LTD.","INE027H01010","Healthcare Services",816000.0,10412.16,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"PI INDUSTRIES LTD.","INE603J01030","Fertilizers & Agrochemicals",250000.0,10261.75,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"MPHASIS LTD.","INE356A01018","IT - Software",353648.0,10062.7,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"UPL LTD.","INE628A01036","Fertilizers & Agrochemicals",1500000.0,9918.75,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"FEDERAL BANK LTD.","INE171A01029","Banks",4500000.0,9590.4,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"OBEROI REALTY LTD.","INE093I01010","Realty",500000.0,9528.0,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"INDIAN BANK","INE562A01011","Banks",1400000.0,9008.3,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"JSW INFRASTRUCTURE LTD","INE880J01026","Transport Infrastructure",2800000.0,8766.8,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"L&T FINANCE LTD.","INE498L01015","Finance",4000000.0,8240.4,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"KAJARIA CERAMICS LTD.","INE217B01036","Consumer Durables",750000.0,8107.5,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"HINDUSTAN PETROLEUM CORPORATION LTD.","INE094A01015","Petroleum Products",1800000.0,7884.9,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"INDRAPRASTHA GAS LTD.","INE203G01027","Gas",3590000.0,7821.53,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"ZF COMMERCIAL VEHICLE CONTROL SYSTEMS INDIA LTD.","INE342J01019","Auto Components",56551.0,7573.31,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"THE RAMCO CEMENTS LTD.","INE331A01037","Cement & Cement Products",700000.0,7526.4,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"ADANI PORTS AND SPECIAL ECONOMIC ZONE LTD.","INE742F01042","Transport Infrastructure",500000.0,7251.0,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"PERSISTENT SYSTEMS LTD.","INE262H01021","IT - Software",120000.0,7249.8,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"APOLLO HOSPITALS ENTERPRISE LTD.","INE437A01024","Healthcare Services",99583.0,7211.8,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"BHARAT FORGE LTD.","INE465A01025","Auto Components",550000.0,7194.55,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"GLENMARK PHARMACEUTICALS LTD.","INE935A01035","Pharmaceuticals & Biotechnology",400000.0,7015.2,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"BHARAT ELECTRONICS LTD.","INE263A01024","Aerospace and Defense",1600000.0,6744.0,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"PATANJALI FOODS LTD.","INE619A01035","Agricultural Food & other Products",400000.0,6602.4,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"MUTHOOT FINANCE LTD.","INE414G01012","Finance",250000.0,6559.75,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"THERMAX LTD.","INE152A01029","Electrical Equipment",191737.0,6556.06,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"INDUS TOWERS LTD.","INE121J01017","Telecom - Services",1537298.0,6473.56,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"AIA ENGINEERING LTD.","INE212H01026","Industrial Products",190000.0,6288.62,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"NAVIN FLUORINE INTERNATIONAL LTD.","INE048G01026","Chemicals & Petrochemicals",130000.0,6266.13,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"BALKRISHNA INDUSTRIES LTD.","INE787D01026","Auto Components",251842.0,6158.29,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"TATA CHEMICALS LTD.","INE092A01019","Chemicals & Petrochemicals",615450.0,5764.61,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"BIOCON LTD.","INE376G01013","Pharmaceuticals & Biotechnology",1567612.0,5576.0,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"K.P.R. MILL LTD.","INE930H01031","Textiles & Apparels",479100.0,5466.53,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"POWER FINANCE CORPORATION LTD.","INE134E01011","Finance",1250000.0,5342.5,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"TEAMLEASE SERVICES LTD.","INE985S01024","Commercial Services & Supplies",262341.0,5328.67,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"ASTRAL LTD. (ERSTWHILE ASTRAL POLY TECHNIK LTD.)","INE006I01046","Industrial Products",350000.0,5273.8,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"SKF INDIA LTD.","INE640A01023","Industrial Products",105000.0,5056.59,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"ASHOK LEYLAND LTD.","INE208A01029","Agricultural, Commercial & Construction Vehicles",2000000.0,5018.2,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"G R INFRAPROJECTS LTD.","INE201P01022","Construction",380400.0,5015.57,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"GRANULES INDIA LTD.","INE101D01020","Pharmaceuticals & Biotechnology",1000767.0,4956.8,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"PAGE INDUSTRIES LTD.","INE761H01022","Textiles & Apparels",10000.0,4941.0,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"BOSCH LTD.","INE323A01026","Auto Components",14790.0,4833.37,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"JINDAL STEEL & POWER LTD.","INE749A01030","Ferrous Metals",500000.0,4708.5,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"THE PHOENIX MILLS LTD.","INE211B01039","Realty",300000.0,4685.1,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"VOLTAS LTD.","INE226A01021","Consumer Durables",350000.0,4599.35,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"SONATA SOFTWARE LTD.","INE269A01021","IT - Software",1100000.0,4510.55,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"INDIAN RAILWAY CATERING AND TOURISM CORPORATION LTD.","INE335Y01020","Leisure Services",550000.0,4298.25,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"BHARAT HEAVY ELECTRICALS LTD.","INE257A01026","Electrical Equipment",1500000.0,3994.5,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"ACC LTD.","INE012A01025","Cement & Cement Products",207834.0,3984.59,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"CARBORUNDUM UNIVERSAL LTD.","INE120A01034","Industrial Products",400000.0,3861.8,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"BRIGADE ENTERPRISES LTD.","INE791I01019","Realty",326813.0,3626.97,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"SOBHA LTD.","INE671H01015","Realty",244873.0,3589.35,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"TORRENT POWER LTD.","INE813H01021","Power",200000.0,2935.2,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"3M INDIA LTD.","INE470A01017","Diversified",10000.0,2850.0,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"LINDE INDIA LTD.","INE473A01011","Chemicals & Petrochemicals",40000.0,2662.2,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"MAHINDRA LOGISTICS LTD.","INE766P01016","Transport Services",750000.0,2522.63,102328,"Tata Mid Cap Fund Regular Plan- Growth Option"
"SUDARSHAN CHEMICAL INDUSTRIES LTD.","INE659A01023","Chemicals & Petrochemicals",4691125.0,57860.34,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"KIRLOSKAR PNEUMATIC COMPANY LTD.","INE811A01020","Industrial Products",3090522.0,43798.88,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"IDFC FIRST BANK LTD.","INE092T01019","Banks",59000000.0,42975.6,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"BASF INDIA LTD.","INE373A01013","Chemicals & Petrochemicals",763051.0,39392.51,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"USHA MARTIN LTD.","INE228A01035","Industrial Products",10531501.0,38608.48,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"GODREJ INDUSTRIES LTD","INE233A01035","Diversified",2777719.0,34615.93,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"WOCKHARDT LTD.","INE049B01025","Pharmaceuticals & Biotechnology",1929375.0,33069.49,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"TIME TECHNOPLAST LTD.","INE508G01029","Industrial Products",7101529.0,31530.79,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"C.E. INFO SYSTEMS LTD.","INE0BV301023","IT - Software",1777369.0,31276.36,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"WONDERLA HOLIDAYS LTD.","INE066O01014","Leisure Services",4300000.0,27408.2,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"ELANTAS BECK INDIA LTD.","INE280B01018","Chemicals & Petrochemicals",209256.0,26585.35,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"SAMHI HOTELS LTD","INE08U801020","Leisure Services",11907432.0,26480.94,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"SUNDARAM CLAYTON LTD.","INE0Q3R01026","Auto Components",1148911.0,23798.54,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"KIRLOSKAR FERROUS INDUSTRIES LTD.","INE884B01025","Industrial Products",3830253.0,22215.47,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"GREENPLY INDUSTRIES LTD.","INE461C01038","Consumer Durables",7000830.0,21958.1,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"REDINGTON (INDIA) LTD.","INE891D01026","Commercial Services & Supplies",6466218.0,21037.84,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"GRAPHITE INDIA LTD.","INE371A01025","Industrial Products",3701754.0,20959.33,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"ANANT RAJ LTD.","INE242C01024","Realty",3639258.0,20614.58,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"CARBORUNDUM UNIVERSAL LTD.","INE120A01034","Industrial Products",1989281.0,19205.51,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"HEALTHCARE GLOBAL ENTERPRISES LTD.","INE075I01017","Healthcare Services",3347532.0,18431.51,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"KRSNAA DIAGNOSTICS LTD.","INE08LI01020","Healthcare Services",2496000.0,17601.79,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"GUJARAT PIPAVAV PORT LTD.","INE517F01014","Transport Infrastructure",10859605.0,17540.43,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"ASK AUTOMOTIVE LTD.","INE491J01022","Auto Components",3158073.0,16879.9,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"KSB LTD.","INE999A01023","Industrial Products",2055590.0,16815.75,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"SHOPPERS STOP LTD.","INE498B01024","Retailing",3342304.0,16763.33,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"KEYSTONE REALTORS LTD.","INE263M01029","Realty",2734324.0,16746.37,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"DCB BANK LTD.","INE503A01015","Banks",11340118.0,16465.85,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"RADICO KHAITAN LTD.","INE944F01028","Beverages",625061.0,16359.1,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"SUNDROP BRANDS LTD.","INE209A01019","Agricultural Food & other Products",1782421.0,15553.41,145208,"Tata Small Cap Fund-Regular Plan-Growth"
"HONDA INDIA POWER PRODUCTS LTD.","INE634A01018","Industrial Manufacturing",521006.0,15365.51,145208,"Tata Small Cap Fund-Regular Plan-Growth"
